isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST SOUTH 178 0
true false SOUTH SOUTH 178 0
true false SOUTH NORTH 178 0
true false NORTH NORTH 178 0
true false NORTH SOUTH 178 0
true false SOUTH WEST 178 0
true false WEST EAST 177 10
true false EAST WEST 177 10
true false WEST NORTH 177 10
true false NORTH EAST 176 20
true false EAST SOUTH 176 20
true false SOUTH EAST 176 20
true false EAST SOUTH 176 20
true false SOUTH NORTH 176 20
true false NORTH WEST 176 20
true false WEST SOUTH 176 20
true false SOUTH NORTH 176 20
true false NORTH EAST 176 20
true false EAST EAST 176 20
true false EAST SOUTH 176 20
true false SOUTH WEST 176 20
true false WEST NORTH 175 30
true false NORTH SOUTH 175 30
true false SOUTH SOUTH 175 30
true false SOUTH NORTH 175 30
true false NORTH NORTH 175 30
true false NORTH WEST 175 30
true false WEST EAST 174 40
true false EAST WEST 174 40
true false WEST WEST 174 40
true false WEST NORTH 173 50
true false NORTH EAST 173 50
true false EAST WEST 173 50
true false WEST WEST 173 50
true false WEST WEST 172 60
true false WEST NORTH 171 70
true false NORTH SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST NORTH 170 80
true false NORTH EAST 170 80
true false EAST NORTH 170 80
true false NORTH WEST 170 80
true false WEST WEST 170 80
true false WEST WEST 170 80
true false WEST EAST 170 80
true false EAST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH EAST 169 90
true false EAST NORTH 169 90
true false NORTH EAST 169 90
true false EAST WEST 169 90
true false WEST WEST 169 90
true false WEST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH WEST 169 90
true false WEST WEST 169 90
true false WEST NORTH 169 90
true false NORTH EAST 169 90
true false EAST WEST 169 90
true false WEST NORTH 169 90
true false NORTH EAST 169 90
true false EAST EAST 169 90
true false EAST WEST 169 90
true false WEST EAST 169 90
true false EAST SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST SOUTH 169 90
true false SOUTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST WEST 168 100
true false WEST NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST NORTH 168 100
true false NORTH EAST 167 110
true false EAST EAST 167 110
true false EAST EAST 167 110
true false EAST SOUTH 167 110
true false SOUTH NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH WEST 167 110
true false WEST NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH WEST 167 110
true false WEST WEST 167 110
true false WEST NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH WEST 167 110
true false WEST NORTH 167 110
